CPS_Aspect,CPS_Concern1,CPS_Concern2,CPS_Concern3,CPS_Concern4,CPS_Concern5,CPS_Concern6,CPS_Concern7,CPS_Concern8,CPS_Concern9,Level,Pad,To Pad,Sum,Satisfied,Aspect Tree
Boundaries,,,,,,,,,,1,1,1,4,Satisfied,Boundaries
Boundaries,Behavioral,,,,,,,,,2,1,1,2,Satisfied,Boundaries
Boundaries,Behavioral,ComputerBehavior,,,,,,,,3,1,1,1,Satisfied,Boundaries
Boundaries,,,,,,,,,,1,1,1,4,Satisfied,Boundaries
Boundaries,Behavioral,,,,,,,,,2,1,1,2,Satisfied,Boundaries
Boundaries,Behavioral,HumanBehavior,,,,,,,,3,1,1,1,Satisfied,Boundaries
Boundaries,,,,,,,,,,1,1,1,4,Satisfied,Boundaries
Boundaries,Responsibility,,,,,,,,,2,1,1,1,Satisfied,Boundaries
Boundaries,,,,,,,,,,1,1,1,4,Satisfied,Boundaries
Boundaries,Networkability,,,,,,,,,2,1,1,1,Satisfied,Boundaries
Business,,,,,,,,,,1,1,1,9,Satisfied,Business
Business,Cost,,,,,,,,,2,1,1,1,Satisfied,Business
Business,,,,,,,,,,1,1,1,9,Satisfied,Business
Business,Environment,,,,,,,,,2,1,1,1,Satisfied,Business
Business,,,,,,,,,,1,1,1,9,Satisfied,Business
Business,Planning,,,,,,,,,2,1,1,1,Satisfied,Business
Business,,,,,,,,,,1,1,1,9,Satisfied,Business
Business,TimeToMarket,,,,,,,,,2,1,1,1,Satisfied,Business
Business,,,,,,,,,,1,1,1,9,Satisfied,Business
Business,Quality,,,,,,,,,2,1,1,1,Satisfied,Business
Business,,,,,,,,,,1,1,1,9,Satisfied,Business
Business,Enterprise,,,,,,,,,2,1,1,1,Satisfied,Business
Business,,,,,,,,,,1,1,1,9,Satisfied,Business
Business,Policy,,,,,,,,,2,1,1,1,Satisfied,Business
Business,,,,,,,,,,1,1,1,9,Satisfied,Business
Business,Utility,,,,,,,,,2,1,1,1,Satisfied,Business
Business,,,,,,,,,,1,1,1,9,Satisfied,Business
Business,Regulatory,,,,,,,,,2,1,1,1,Satisfied,Business
Composition,,,,,,,,,,1,1,1,4,Satisfied,Composition
Composition,Discoverability,,,,,,,,,2,1,1,1,Satisfied,Composition
Composition,,,,,,,,,,1,1,1,4,Satisfied,Composition
Composition,Complexity,,,,,,,,,2,1,1,1,Satisfied,Composition
Composition,,,,,,,,,,1,1,1,4,Satisfied,Composition
Composition,Adaptability,,,,,,,,,2,1,1,1,Satisfied,Composition
Composition,,,,,,,,,,1,1,1,4,Satisfied,Composition
Composition,Constructivity,,,,,,,,,2,1,1,1,Satisfied,Composition
Data,,,,,,,,,,1,1,1,26,Unsatisfied,Data
Data,OperationsOnData,,,,,,,,,2,1,1,5,Satisfied,Data
Data,OperationsOnData,Analytics,,,,,,,,3,1,1,1,Satisfied,Data
Data,,,,,,,,,,1,1,1,26,Unsatisfied,Data
Data,Identity,,,,,,,,,2,1,1,10,Unsatisfied,Data
Data,Identity,ResourceIdentification,,,,,,,,3,1,1,4,Satisfied,Data
Data,Identity,ResourceIdentification,DeviceIdentification,,,,,,,4,1,1,1,Satisfied,Data
Data,,,,,,,,,,1,1,1,26,Unsatisfied,Data
Data,RelationshipBetweenData,,,,,,,,,2,1,1,7,Satisfied,Data
Data,RelationshipBetweenData,RelatedData,,,,,,,,3,1,1,1,Satisfied,Data
Data,,,,,,,,,,1,1,1,26,Unsatisfied,Data
Data,DataSemantics,,,,,,,,,2,1,1,3,Satisfied,Data
Data,DataSemantics,Meaning,,,,,,,,3,1,1,1,Satisfied,Data
Data,,,,,,,,,,1,1,1,26,Unsatisfied,Data
Data,Identity,,,,,,,,,2,1,1,10,Unsatisfied,Data
Data,Identity,Authentication,,,,,,,,3,1,1,1,Satisfied,Data
Data,,,,,,,,,,1,1,1,26,Unsatisfied,Data
Data,RelationshipBetweenData,,,,,,,,,2,1,1,7,Satisfied,Data
Data,RelationshipBetweenData,DataQuality,,,,,,,,3,1,1,1,Satisfied,Data
Data,,,,,,,,,,1,1,1,26,Unsatisfied,Data
Data,RelationshipBetweenData,,,,,,,,,2,1,1,7,Satisfied,Data
Data,RelationshipBetweenData,TimeOfData,,,,,,,,3,1,1,1,Satisfied,Data
Data,,,,,,,,,,1,1,1,26,Unsatisfied,Data
Data,Identity,,,,,,,,,2,1,1,10,Unsatisfied,Data
Data,Identity,Configuration,,,,,,,,3,1,1,1,Satisfied,Data
Data,,,,,,,,,,1,1,1,26,Unsatisfied,Data
Data,OperationsOnData,,,,,,,,,2,1,1,5,Satisfied,Data
Data,OperationsOnData,Aggregation_Disaggregation,,,,,,,,3,1,1,1,Satisfied,Data
Data,,,,,,,,,,1,1,1,26,Unsatisfied,Data
Data,Identity,,,,,,,,,2,1,1,10,Unsatisfied,Data
Data,Identity,Provenance,,,,,,,,3,1,1,1,Satisfied,Data
Data,,,,,,,,,,1,1,1,26,Unsatisfied,Data
Data,RelationshipBetweenData,,,,,,,,,2,1,1,7,Satisfied,Data
Data,RelationshipBetweenData,LocationOfData,,,,,,,,3,1,1,1,Satisfied,Data
Data,,,,,,,,,,1,1,1,26,Unsatisfied,Data
Data,RelationshipBetweenData,,,,,,,,,2,1,1,7,Satisfied,Data
Data,RelationshipBetweenData,Polymorphism,,,,,,,,3,1,1,1,Satisfied,Data
Data,,,,,,,,,,1,1,1,26,Unsatisfied,Data
Data,RelationshipBetweenData,,,,,,,,,2,1,1,7,Satisfied,Data
Data,RelationshipBetweenData,Inheritance,,,,,,,,3,1,1,1,Satisfied,Data
Data,,,,,,,,,,1,1,1,26,Unsatisfied,Data
Data,DataSemantics,,,,,,,,,2,1,1,3,Satisfied,Data
Data,DataSemantics,DataModels,,,,,,,,3,1,1,1,Satisfied,Data
Data,,,,,,,,,,1,1,1,26,Unsatisfied,Data
Data,OperationsOnData,,,,,,,,,2,1,1,5,Satisfied,Data
Data,OperationsOnData,Fusion,,,,,,,,3,1,1,1,Satisfied,Data
Data,,,,,,,,,,1,1,1,26,Unsatisfied,Data
Data,Identity,,,,,,,,,2,1,1,10,Unsatisfied,Data
Data,Identity,ResourceIdentification,,,,,,,,3,1,1,4,Satisfied,Data
Data,Identity,ResourceIdentification,ClassIdentification,,,,,,,4,1,1,1,Satisfied,Data
Data,,,,,,,,,,1,1,1,26,Unsatisfied,Data
Data,Identity,,,,,,,,,2,1,1,10,Unsatisfied,Data
Data,Identity,ResourceIdentification,,,,,,,,3,1,1,4,Satisfied,Data
Data,Identity,ResourceIdentification,ObjectIdentification,,,,,,,4,1,1,1,Satisfied,Data
Data,,,,,,,,,,1,1,1,26,Unsatisfied,Data
Data,Identity,,,,,,,,,2,1,1,10,Unsatisfied,Data
Data,Identity,ResourceIdentification,,,,,,,,3,1,1,4,Satisfied,Data
Data,Identity,ResourceIdentification,UserIdentification,,,,,,,4,1,1,1,Satisfied,Data
Data,,,,,,,,,,1,1,1,26,Unsatisfied,Data
Data,Velocity,,,,,,,,,2,1,1,1,Satisfied,Data
Data,,,,,,,,,,1,1,1,26,Unsatisfied,Data
Data,RelationshipBetweenData,,,,,,,,,2,1,1,7,Satisfied,Data
Data,RelationshipBetweenData,DirectionalityOfRelationships,,,,,,,,3,1,1,1,Satisfied,Data
Data,,,,,,,,,,1,1,1,26,Unsatisfied,Data
Data,DataSemantics,,,,,,,,,2,1,1,3,Satisfied,Data
Data,DataSemantics,Granularity,,,,,,,,3,1,1,1,Satisfied,Data
Data,,,,,,,,,,1,1,1,26,Unsatisfied,Data
Data,OperationsOnData,,,,,,,,,2,1,1,5,Satisfied,Data
Data,OperationsOnData,Transformation,,,,,,,,3,1,1,1,Satisfied,Data
Data,,,,,,,,,,1,1,1,26,Unsatisfied,Data
Data,Identity,,,,,,,,,2,1,1,10,Unsatisfied,Data
Data,Identity,DataIntegrity,,,,,,,,3,1,1,1,Satisfied,Data
Data,,,,,,,,,,1,1,1,26,Unsatisfied,Data
Data,OperationsOnData,,,,,,,,,2,1,1,5,Satisfied,Data
Data,OperationsOnData,Storage,,,,,,,,3,1,1,1,Satisfied,Data
Data,,,,,,,,,,1,1,1,26,Unsatisfied,Data
Data,Identity,,,,,,,,,2,1,1,10,Unsatisfied,Data
Data,Identity,Verification,,,,,,,,3,1,1,1,Unsatisfied,Data
Data,,,,,,,,,,1,1,1,26,Unsatisfied,Data
Data,Identity,,,,,,,,,2,1,1,10,Unsatisfied,Data
Data,Identity,Authorization,,,,,,,,3,1,1,1,Unsatisfied,Data
Functional,,,,,,,,,,1,1,1,13,Satisfied,Functional
Functional,Communication,,,,,,,,,2,1,1,1,Satisfied,Functional
Functional,,,,,,,,,,1,1,1,13,Satisfied,Functional
Functional,Measurability,,,,,,,,,2,1,1,1,Satisfied,Functional
Functional,,,,,,,,,,1,1,1,13,Satisfied,Functional
Functional,Actuation,,,,,,,,,2,1,1,1,Satisfied,Functional
Functional,,,,,,,,,,1,1,1,13,Satisfied,Functional
Functional,StatesAndModes,,,,,,,,,2,1,1,1,Satisfied,Functional
Functional,,,,,,,,,,1,1,1,13,Satisfied,Functional
Functional,Sensing,,,,,,,,,2,1,1,1,Satisfied,Functional
Functional,,,,,,,,,,1,1,1,13,Satisfied,Functional
Functional,Monitorability,,,,,,,,,2,1,1,1,Satisfied,Functional
Functional,,,,,,,,,,1,1,1,13,Satisfied,Functional
Functional,Functionality,,,,,,,,,2,1,1,1,Satisfied,Functional
Functional,,,,,,,,,,1,1,1,13,Satisfied,Functional
Functional,Uncertainty,,,,,,,,,2,1,1,1,Satisfied,Functional
Functional,,,,,,,,,,1,1,1,13,Satisfied,Functional
Functional,PhysicalContext,,,,,,,,,2,1,1,1,Satisfied,Functional
Functional,,,,,,,,,,1,1,1,13,Satisfied,Functional
Functional,Performance,,,,,,,,,2,1,1,1,Satisfied,Functional
Functional,,,,,,,,,,1,1,1,13,Satisfied,Functional
Functional,Physical,,,,,,,,,2,1,1,1,Satisfied,Functional
Functional,,,,,,,,,,1,1,1,13,Satisfied,Functional
Functional,Manageability,,,,,,,,,2,1,1,1,Satisfied,Functional
Functional,,,,,,,,,,1,1,1,13,Satisfied,Functional
Functional,Controllability,,,,,,,,,2,1,1,1,Satisfied,Functional
Human,,,,,,,,,,1,1,1,2,Satisfied,Human
Human,HumanFactors,,,,,,,,,2,1,1,1,Satisfied,Human
Human,,,,,,,,,,1,1,1,2,Satisfied,Human
Human,Usability,,,,,,,,,2,1,1,1,Satisfied,Human
Lifecycle,,,,,,,,,,1,1,1,9,Satisfied,Lifecycle
Lifecycle,Procureability,,,,,,,,,2,1,1,1,Satisfied,Lifecycle
Lifecycle,,,,,,,,,,1,1,1,9,Satisfied,Lifecycle
Lifecycle,Engineerability,,,,,,,,,2,1,1,1,Satisfied,Lifecycle
Lifecycle,,,,,,,,,,1,1,1,9,Satisfied,Lifecycle
Lifecycle,Maintainability,,,,,,,,,2,1,1,3,Satisfied,Lifecycle
Lifecycle,Maintainability,ConfigurationForLeastFFunctionality,,,,,,,,3,1,1,1,Satisfied,Lifecycle
Lifecycle,,,,,,,,,,1,1,1,9,Satisfied,Lifecycle
Lifecycle,Producibility,,,,,,,,,2,1,1,1,Satisfied,Lifecycle
Lifecycle,,,,,,,,,,1,1,1,9,Satisfied,Lifecycle
Lifecycle,Deployability,,,,,,,,,2,1,1,1,Satisfied,Lifecycle
Lifecycle,,,,,,,,,,1,1,1,9,Satisfied,Lifecycle
Lifecycle,Disposability,,,,,,,,,2,1,1,1,Satisfied,Lifecycle
Lifecycle,,,,,,,,,,1,1,1,9,Satisfied,Lifecycle
Lifecycle,Maintainability,,,,,,,,,2,1,1,3,Satisfied,Lifecycle
Lifecycle,Maintainability,ComponentInventory,,,,,,,,3,1,1,1,Satisfied,Lifecycle
Lifecycle,,,,,,,,,,1,1,1,9,Satisfied,Lifecycle
Lifecycle,Maintainability,,,,,,,,,2,1,1,3,Satisfied,Lifecycle
Lifecycle,Maintainability,ConfigurationManagement,,,,,,,,3,1,1,1,Satisfied,Lifecycle
Lifecycle,,,,,,,,,,1,1,1,9,Satisfied,Lifecycle
Lifecycle,Operatability,,,,,,,,,2,1,1,1,Satisfied,Lifecycle
Timing,,,,,,,,,,1,1,1,5,Satisfied,Timing
Timing,TimeAwareness,,,,,,,,,2,1,1,1,Satisfied,Timing
Timing,,,,,,,,,,1,1,1,5,Satisfied,Timing
Timing,Synchronization,,,,,,,,,2,1,1,1,Satisfied,Timing
Timing,,,,,,,,,,1,1,1,5,Satisfied,Timing
Timing,TimeIntervalAndLatencyControl,,,,,,,,,2,1,1,1,Satisfied,Timing
Timing,,,,,,,,,,1,1,1,5,Satisfied,Timing
Timing,ManagingTimingAndLatency,,,,,,,,,2,1,1,1,Satisfied,Timing
Timing,,,,,,,,,,1,1,1,5,Satisfied,Timing
Timing,LogicalTime,,,,,,,,,2,1,1,1,Satisfied,Timing
Trustworthiness,,,,,,,,,,1,1,1,15,Unsatisfied,Trustworthiness
Trustworthiness,Privacy,,,,,,,,,2,1,1,3,Unsatisfied,Trustworthiness
Trustworthiness,Privacy,Manageability,,,,,,,,3,1,1,1,Satisfied,Trustworthiness
Trustworthiness,,,,,,,,,,1,1,1,15,Unsatisfied,Trustworthiness
Trustworthiness,Security,,,,,,,,,2,1,1,6,Unsatisfied,Trustworthiness
Trustworthiness,Security,Cybersecurity,,,,,,,,3,1,1,4,Unsatisfied,Trustworthiness
Trustworthiness,Security,Cybersecurity,Confidentiality,,,,,,,4,1,1,2,Unsatisfied,Trustworthiness
Trustworthiness,Security,Cybersecurity,Confidentiality,Verification,,,,,,5,1,1,1,Unsatisfied,Trustworthiness
Trustworthiness,,,,,,,,,,1,1,1,15,Unsatisfied,Trustworthiness
Trustworthiness,Safety,,,,,,,,,2,1,1,4,Satisfied,Trustworthiness
Trustworthiness,Safety,Functional_Safety,,,,,,,,3,1,1,3,Satisfied,Trustworthiness
Trustworthiness,Safety,Functional_Safety,Hazard,,,,,,,4,1,1,3,Satisfied,Trustworthiness
Trustworthiness,Safety,Functional_Safety,Hazard,Severity,,,,,,5,1,1,1,Satisfied,Trustworthiness
Trustworthiness,,,,,,,,,,1,1,1,15,Unsatisfied,Trustworthiness
Trustworthiness,Security,,,,,,,,,2,1,1,6,Unsatisfied,Trustworthiness
Trustworthiness,Security,Cybersecurity,,,,,,,,3,1,1,4,Unsatisfied,Trustworthiness
Trustworthiness,Security,Cybersecurity,Integrity,,,,,,,4,1,1,1,Satisfied,Trustworthiness
Trustworthiness,,,,,,,,,,1,1,1,15,Unsatisfied,Trustworthiness
Trustworthiness,Security,,,,,,,,,2,1,1,6,Unsatisfied,Trustworthiness
Trustworthiness,Security,PhysicalSecurity,,,,,,,,3,1,1,2,Satisfied,Trustworthiness
Trustworthiness,Security,PhysicalSecurity,Physical_Integrity,,,,,,,4,1,1,1,Satisfied,Trustworthiness
Trustworthiness,,,,,,,,,,1,1,1,15,Unsatisfied,Trustworthiness
Trustworthiness,Security,,,,,,,,,2,1,1,6,Unsatisfied,Trustworthiness
Trustworthiness,Security,Cybersecurity,,,,,,,,3,1,1,4,Unsatisfied,Trustworthiness
Trustworthiness,Security,Cybersecurity,Confidentiality,,,,,,,4,1,1,2,Unsatisfied,Trustworthiness
Trustworthiness,Security,Cybersecurity,Confidentiality,Encryption,,,,,,5,1,1,1,Satisfied,Trustworthiness
Trustworthiness,,,,,,,,,,1,1,1,15,Unsatisfied,Trustworthiness
Trustworthiness,Reliability,,,,,,,,,2,1,1,1,Satisfied,Trustworthiness
Trustworthiness,,,,,,,,,,1,1,1,15,Unsatisfied,Trustworthiness
Trustworthiness,Safety,,,,,,,,,2,1,1,4,Satisfied,Trustworthiness
Trustworthiness,Safety,Functional_Safety,,,,,,,,3,1,1,3,Satisfied,Trustworthiness
Trustworthiness,Safety,Functional_Safety,Hazard,,,,,,,4,1,1,3,Satisfied,Trustworthiness
Trustworthiness,Safety,Functional_Safety,Hazard,Frequency,,,,,,5,1,1,1,Satisfied,Trustworthiness
Trustworthiness,,,,,,,,,,1,1,1,15,Unsatisfied,Trustworthiness
Trustworthiness,Privacy,,,,,,,,,2,1,1,3,Unsatisfied,Trustworthiness
Trustworthiness,Privacy,Dissociability,,,,,,,,3,1,1,1,Satisfied,Trustworthiness
Trustworthiness,,,,,,,,,,1,1,1,15,Unsatisfied,Trustworthiness
Trustworthiness,Resilience,,,,,,,,,2,1,1,1,Satisfied,Trustworthiness
Trustworthiness,,,,,,,,,,1,1,1,15,Unsatisfied,Trustworthiness
Trustworthiness,Security,,,,,,,,,2,1,1,6,Unsatisfied,Trustworthiness
Trustworthiness,Security,PhysicalSecurity,,,,,,,,3,1,1,2,Satisfied,Trustworthiness
Trustworthiness,Security,PhysicalSecurity,Stability,,,,,,,4,1,1,1,Satisfied,Trustworthiness
Trustworthiness,Security,PhysicalSecurity,Stability,Functional_Stability,,,,,,5,1,1,1,Satisfied,Trustworthiness
Trustworthiness,,,,,,,,,,1,1,1,15,Unsatisfied,Trustworthiness
Trustworthiness,Safety,,,,,,,,,2,1,1,4,Satisfied,Trustworthiness
Trustworthiness,Safety,Human_Safety,,,,,,,,3,1,1,1,Satisfied,Trustworthiness
Trustworthiness,,,,,,,,,,1,1,1,15,Unsatisfied,Trustworthiness
Trustworthiness,Safety,,,,,,,,,2,1,1,4,Satisfied,Trustworthiness
Trustworthiness,Safety,Functional_Safety,,,,,,,,3,1,1,3,Satisfied,Trustworthiness
Trustworthiness,Safety,Functional_Safety,Hazard,,,,,,,4,1,1,3,Satisfied,Trustworthiness
Trustworthiness,Safety,Functional_Safety,Hazard,Controllability,,,,,,5,1,1,1,Satisfied,Trustworthiness
Trustworthiness,,,,,,,,,,1,1,1,15,Unsatisfied,Trustworthiness
Trustworthiness,Privacy,,,,,,,,,2,1,1,3,Unsatisfied,Trustworthiness
Trustworthiness,Privacy,Predictability,,,,,,,,3,1,1,1,Unsatisfied,Trustworthiness
Trustworthiness,Privacy,Predictability,Controls,,,,,,,4,1,1,1,Unsatisfied,Trustworthiness
Trustworthiness,Privacy,Predictability,Controls,Authorization,,,,,,5,1,1,1,Unsatisfied,Trustworthiness
Trustworthiness,,,,,,,,,,1,1,1,15,Unsatisfied,Trustworthiness
Trustworthiness,Security,,,,,,,,,2,1,1,6,Unsatisfied,Trustworthiness
Trustworthiness,Security,Cybersecurity,,,,,,,,3,1,1,4,Unsatisfied,Trustworthiness
Trustworthiness,Security,Cybersecurity,Availability,,,,,,,4,1,1,1,Satisfied,Trustworthiness
Boundaries,,,,,,,,,,1,203,203,4,Satisfied,Boundaries
Boundaries,Behavioral,,,,,,,,,2,203,203,2,Satisfied,Boundaries
Boundaries,Behavioral,ComputerBehavior,,,,,,,,3,203,203,1,Satisfied,Boundaries
Boundaries,,,,,,,,,,1,203,203,4,Satisfied,Boundaries
Boundaries,Behavioral,,,,,,,,,2,203,203,2,Satisfied,Boundaries
