CPS_Aspect,CPS_Concern1,CPS_Concern2,CPS_Concern3,CPS_Concern4,CPS_Concern5,CPS_Concern6,CPS_Concern7,CPS_Concern8,CPS_Concern9,Level,Pad,To Pad,Sum,Satisfied,Aspect Tree
Boundaries,Behavioral,HumanBehavior,,,,,,,,3,203,203,1,Satisfied,Boundaries
Boundaries,,,,,,,,,,1,203,203,3,Satisfied,Boundaries
Boundaries,Responsibility,,,,,,,,,2,203,203,1,Satisfied,Boundaries
Boundaries,,,,,,,,,,1,203,203,3,Satisfied,Boundaries
Boundaries,Networkability,,,,,,,,,2,203,203,1,Satisfied,Boundaries
Business,,,,,,,,,,1,203,203,9,Satisfied,Business
Business,Cost,,,,,,,,,2,203,203,1,Satisfied,Business
Business,,,,,,,,,,1,203,203,9,Satisfied,Business
Business,Environment,,,,,,,,,2,203,203,1,Satisfied,Business
Business,,,,,,,,,,1,203,203,9,Satisfied,Business
Business,Planning,,,,,,,,,2,203,203,1,Satisfied,Business
Business,,,,,,,,,,1,203,203,9,Satisfied,Business
Business,TimeToMarket,,,,,,,,,2,203,203,1,Satisfied,Business
Business,,,,,,,,,,1,203,203,9,Satisfied,Business
Business,Quality,,,,,,,,,2,203,203,1,Satisfied,Business
Business,,,,,,,,,,1,203,203,9,Satisfied,Business
Business,Enterprise,,,,,,,,,2,203,203,1,Satisfied,Business
Business,,,,,,,,,,1,203,203,9,Satisfied,Business
Business,Policy,,,,,,,,,2,203,203,1,Satisfied,Business
Business,,,,,,,,,,1,203,203,9,Satisfied,Business
Business,Utility,,,,,,,,,2,203,203,1,Satisfied,Business
Business,,,,,,,,,,1,203,203,9,Satisfied,Business
Business,Regulatory,,,,,,,,,2,203,203,1,Satisfied,Business
Composition,,,,,,,,,,1,203,203,4,Satisfied,Composition
Composition,Discoverability,,,,,,,,,2,203,203,1,Satisfied,Composition
Composition,,,,,,,,,,1,203,203,4,Satisfied,Composition
Composition,Complexity,,,,,,,,,2,203,203,1,Satisfied,Composition
Composition,,,,,,,,,,1,203,203,4,Satisfied,Composition
Composition,Adaptability,,,,,,,,,2,203,203,1,Satisfied,Composition
Composition,,,,,,,,,,1,203,203,4,Satisfied,Composition
Composition,Constructivity,,,,,,,,,2,203,203,1,Satisfied,Composition
Data,,,,,,,,,,1,203,203,26,Unsatisfied,Data
Data,OperationsOnData,,,,,,,,,2,203,203,5,Satisfied,Data
Data,OperationsOnData,Analytics,,,,,,,,3,203,203,1,Satisfied,Data
Data,,,,,,,,,,1,203,203,26,Unsatisfied,Data
Data,Identity,,,,,,,,,2,203,203,10,Unsatisfied,Data
Data,Identity,ResourceIdentification,,,,,,,,3,203,203,4,Satisfied,Data
Data,Identity,ResourceIdentification,DeviceIdentification,,,,,,,4,203,203,1,Satisfied,Data
Data,,,,,,,,,,1,203,203,26,Unsatisfied,Data
Data,RelationshipBetweenData,,,,,,,,,2,203,203,7,Satisfied,Data
Data,RelationshipBetweenData,RelatedData,,,,,,,,3,203,203,1,Satisfied,Data
Data,,,,,,,,,,1,203,203,26,Unsatisfied,Data
Data,DataSemantics,,,,,,,,,2,203,203,3,Satisfied,Data
Data,DataSemantics,Meaning,,,,,,,,3,203,203,1,Satisfied,Data
Data,,,,,,,,,,1,203,203,26,Unsatisfied,Data
Data,Identity,,,,,,,,,2,203,203,10,Unsatisfied,Data
Data,Identity,Authentication,,,,,,,,3,203,203,1,Satisfied,Data
Data,,,,,,,,,,1,203,203,26,Unsatisfied,Data
Data,RelationshipBetweenData,,,,,,,,,2,203,203,7,Satisfied,Data
Data,RelationshipBetweenData,DataQuality,,,,,,,,3,203,203,1,Satisfied,Data
Data,,,,,,,,,,1,203,203,26,Unsatisfied,Data
Data,RelationshipBetweenData,,,,,,,,,2,203,203,7,Satisfied,Data
Data,RelationshipBetweenData,TimeOfData,,,,,,,,3,203,203,1,Satisfied,Data
Data,,,,,,,,,,1,203,203,26,Unsatisfied,Data
Data,Identity,,,,,,,,,2,203,203,10,Unsatisfied,Data
Data,Identity,Configuration,,,,,,,,3,203,203,1,Satisfied,Data
Data,,,,,,,,,,1,203,203,26,Unsatisfied,Data
Data,OperationsOnData,,,,,,,,,2,203,203,5,Satisfied,Data
Data,OperationsOnData,Aggregation_Disaggregation,,,,,,,,3,203,203,1,Satisfied,Data
Data,,,,,,,,,,1,203,203,26,Unsatisfied,Data
Data,Identity,,,,,,,,,2,203,203,10,Unsatisfied,Data
Data,Identity,Provenance,,,,,,,,3,203,203,1,Satisfied,Data
Data,,,,,,,,,,1,203,203,26,Unsatisfied,Data
Data,RelationshipBetweenData,,,,,,,,,2,203,203,7,Satisfied,Data
Data,RelationshipBetweenData,LocationOfData,,,,,,,,3,203,203,1,Satisfied,Data
Data,,,,,,,,,,1,203,203,26,Unsatisfied,Data
Data,RelationshipBetweenData,,,,,,,,,2,203,203,7,Satisfied,Data
Data,RelationshipBetweenData,Polymorphism,,,,,,,,3,203,203,1,Satisfied,Data
Data,,,,,,,,,,1,203,203,26,Unsatisfied,Data
Data,RelationshipBetweenData,,,,,,,,,2,203,203,7,Satisfied,Data
Data,RelationshipBetweenData,Inheritance,,,,,,,,3,203,203,1,Satisfied,Data
Data,,,,,,,,,,1,203,203,26,Unsatisfied,Data
Data,DataSemantics,,,,,,,,,2,203,203,3,Satisfied,Data
Data,DataSemantics,DataModels,,,,,,,,3,203,203,1,Satisfied,Data
Data,,,,,,,,,,1,203,203,26,Unsatisfied,Data
Data,OperationsOnData,,,,,,,,,2,203,203,5,Satisfied,Data
Data,OperationsOnData,Fusion,,,,,,,,3,203,203,1,Satisfied,Data
Data,,,,,,,,,,1,203,203,26,Unsatisfied,Data
Data,Identity,,,,,,,,,2,203,203,10,Unsatisfied,Data
Data,Identity,ResourceIdentification,,,,,,,,3,203,203,4,Satisfied,Data
Data,Identity,ResourceIdentification,ClassIdentification,,,,,,,4,203,203,1,Satisfied,Data
Data,,,,,,,,,,1,203,203,26,Unsatisfied,Data
Data,Identity,,,,,,,,,2,203,203,10,Unsatisfied,Data
Data,Identity,ResourceIdentification,,,,,,,,3,203,203,4,Satisfied,Data
Data,Identity,ResourceIdentification,ObjectIdentification,,,,,,,4,203,203,1,Satisfied,Data
Data,,,,,,,,,,1,203,203,26,Unsatisfied,Data
Data,Identity,,,,,,,,,2,203,203,10,Unsatisfied,Data
Data,Identity,ResourceIdentification,,,,,,,,3,203,203,4,Satisfied,Data
Data,Identity,ResourceIdentification,UserIdentification,,,,,,,4,203,203,1,Satisfied,Data
Data,,,,,,,,,,1,203,203,26,Unsatisfied,Data
Data,Velocity,,,,,,,,,2,203,203,1,Satisfied,Data
Data,,,,,,,,,,1,203,203,26,Unsatisfied,Data
Data,RelationshipBetweenData,,,,,,,,,2,203,203,7,Satisfied,Data
Data,RelationshipBetweenData,DirectionalityOfRelationships,,,,,,,,3,203,203,1,Satisfied,Data
Data,,,,,,,,,,1,203,203,26,Unsatisfied,Data
Data,DataSemantics,,,,,,,,,2,203,203,3,Satisfied,Data
Data,DataSemantics,Granularity,,,,,,,,3,203,203,1,Satisfied,Data
Data,,,,,,,,,,1,203,203,26,Unsatisfied,Data
Data,OperationsOnData,,,,,,,,,2,203,203,5,Satisfied,Data
Data,OperationsOnData,Transformation,,,,,,,,3,203,203,1,Satisfied,Data
Data,,,,,,,,,,1,203,203,26,Unsatisfied,Data
Data,Identity,,,,,,,,,2,203,203,10,Unsatisfied,Data
Data,Identity,DataIntegrity,,,,,,,,3,203,203,1,Satisfied,Data
Data,,,,,,,,,,1,203,203,26,Unsatisfied,Data
Data,OperationsOnData,,,,,,,,,2,203,203,5,Satisfied,Data
Data,OperationsOnData,Storage,,,,,,,,3,203,203,1,Satisfied,Data
Data,,,,,,,,,,1,203,203,26,Unsatisfied,Data
Data,Identity,,,,,,,,,2,203,203,10,Unsatisfied,Data
Data,Identity,Verification,,,,,,,,3,203,203,1,Unsatisfied,Data
Data,,,,,,,,,,1,203,203,26,Unsatisfied,Data
Data,Identity,,,,,,,,,2,203,203,10,Unsatisfied,Data
Data,Identity,Authorization,,,,,,,,3,203,203,1,Unsatisfied,Data
Functional,,,,,,,,,,1,203,203,13,Satisfied,Functional
Functional,Communication,,,,,,,,,2,203,203,1,Satisfied,Functional
Functional,,,,,,,,,,1,203,203,13,Satisfied,Functional
Functional,Measurability,,,,,,,,,2,203,203,1,Satisfied,Functional
Functional,,,,,,,,,,1,203,203,13,Satisfied,Functional
Functional,Actuation,,,,,,,,,2,203,203,1,Satisfied,Functional
Functional,,,,,,,,,,1,203,203,13,Satisfied,Functional
Functional,StatesAndModes,,,,,,,,,2,203,203,1,Satisfied,Functional
Functional,,,,,,,,,,1,203,203,13,Satisfied,Functional
Functional,Sensing,,,,,,,,,2,203,203,1,Satisfied,Functional
Functional,,,,,,,,,,1,203,203,13,Satisfied,Functional
Functional,Monitorability,,,,,,,,,2,203,203,1,Satisfied,Functional
Functional,,,,,,,,,,1,203,203,13,Satisfied,Functional
Functional,Functionality,,,,,,,,,2,203,203,1,Satisfied,Functional
Functional,,,,,,,,,,1,203,203,13,Satisfied,Functional
Functional,Uncertainty,,,,,,,,,2,203,203,1,Satisfied,Functional
Functional,,,,,,,,,,1,203,203,13,Satisfied,Functional
Functional,PhysicalContext,,,,,,,,,2,203,203,1,Satisfied,Functional
Functional,,,,,,,,,,1,203,203,13,Satisfied,Functional
Functional,Performance,,,,,,,,,2,203,203,1,Satisfied,Functional
Functional,,,,,,,,,,1,203,203,13,Satisfied,Functional
Functional,Physical,,,,,,,,,2,203,203,1,Satisfied,Functional
Functional,,,,,,,,,,1,203,203,13,Satisfied,Functional
Functional,Manageability,,,,,,,,,2,203,203,1,Satisfied,Functional
Functional,,,,,,,,,,1,203,203,13,Satisfied,Functional
Functional,Controllability,,,,,,,,,2,203,203,1,Satisfied,Functional
Human,,,,,,,,,,1,203,203,2,Satisfied,Human
Human,HumanFactors,,,,,,,,,2,203,203,1,Satisfied,Human
Human,,,,,,,,,,1,203,203,2,Satisfied,Human
Human,Usability,,,,,,,,,2,203,203,1,Satisfied,Human
Lifecycle,,,,,,,,,,1,203,203,9,Satisfied,Lifecycle
Lifecycle,Procureability,,,,,,,,,2,203,203,1,Satisfied,Lifecycle
Lifecycle,,,,,,,,,,1,203,203,9,Satisfied,Lifecycle
Lifecycle,Engineerability,,,,,,,,,2,203,203,1,Satisfied,Lifecycle
Lifecycle,,,,,,,,,,1,203,203,9,Satisfied,Lifecycle
Lifecycle,Maintainability,,,,,,,,,2,203,203,3,Satisfied,Lifecycle
Lifecycle,Maintainability,ConfigurationForLeastFFunctionality,,,,,,,,3,203,203,1,Satisfied,Lifecycle
Lifecycle,,,,,,,,,,1,203,203,9,Satisfied,Lifecycle
Lifecycle,Producibility,,,,,,,,,2,203,203,1,Satisfied,Lifecycle
Lifecycle,,,,,,,,,,1,203,203,9,Satisfied,Lifecycle
Lifecycle,Deployability,,,,,,,,,2,203,203,1,Satisfied,Lifecycle
Lifecycle,,,,,,,,,,1,203,203,9,Satisfied,Lifecycle
Lifecycle,Disposability,,,,,,,,,2,203,203,1,Satisfied,Lifecycle
Lifecycle,,,,,,,,,,1,203,203,9,Satisfied,Lifecycle
Lifecycle,Maintainability,,,,,,,,,2,203,203,3,Satisfied,Lifecycle
Lifecycle,Maintainability,ComponentInventory,,,,,,,,3,203,203,1,Satisfied,Lifecycle
Lifecycle,,,,,,,,,,1,203,203,9,Satisfied,Lifecycle
Lifecycle,Maintainability,,,,,,,,,2,203,203,3,Satisfied,Lifecycle
Lifecycle,Maintainability,ConfigurationManagement,,,,,,,,3,203,203,1,Satisfied,Lifecycle
Lifecycle,,,,,,,,,,1,203,203,9,Satisfied,Lifecycle
Lifecycle,Operatability,,,,,,,,,2,203,203,1,Satisfied,Lifecycle
Timing,,,,,,,,,,1,203,203,5,Satisfied,Timing
Timing,TimeAwareness,,,,,,,,,2,203,203,1,Satisfied,Timing
Timing,,,,,,,,,,1,203,203,5,Satisfied,Timing
Timing,Synchronization,,,,,,,,,2,203,203,1,Satisfied,Timing
Timing,,,,,,,,,,1,203,203,5,Satisfied,Timing
Timing,TimeIntervalAndLatencyControl,,,,,,,,,2,203,203,1,Satisfied,Timing
Timing,,,,,,,,,,1,203,203,5,Satisfied,Timing
Timing,ManagingTimingAndLatency,,,,,,,,,2,203,203,1,Satisfied,Timing
Timing,,,,,,,,,,1,203,203,5,Satisfied,Timing
Timing,LogicalTime,,,,,,,,,2,203,203,1,Satisfied,Timing
Trustworthiness,,,,,,,,,,1,203,203,15,Unsatisfied,Trustworthiness
Trustworthiness,Privacy,,,,,,,,,2,203,203,3,Unsatisfied,Trustworthiness
Trustworthiness,Privacy,Manageability,,,,,,,,3,203,203,1,Satisfied,Trustworthiness
Trustworthiness,,,,,,,,,,1,203,203,15,Unsatisfied,Trustworthiness
Trustworthiness,Security,,,,,,,,,2,203,203,6,Unsatisfied,Trustworthiness
Trustworthiness,Security,Cybersecurity,,,,,,,,3,203,203,4,Unsatisfied,Trustworthiness
Trustworthiness,Security,Cybersecurity,Confidentiality,,,,,,,4,203,203,2,Unsatisfied,Trustworthiness
Trustworthiness,Security,Cybersecurity,Confidentiality,Verification,,,,,,5,203,203,1,Unsatisfied,Trustworthiness
Trustworthiness,,,,,,,,,,1,203,203,15,Unsatisfied,Trustworthiness
Trustworthiness,Safety,,,,,,,,,2,203,203,4,Satisfied,Trustworthiness
Trustworthiness,Safety,Functional_Safety,,,,,,,,3,203,203,3,Satisfied,Trustworthiness
Trustworthiness,Safety,Functional_Safety,Hazard,,,,,,,4,203,203,3,Satisfied,Trustworthiness
Trustworthiness,Safety,Functional_Safety,Hazard,Severity,,,,,,5,203,203,1,Satisfied,Trustworthiness
Trustworthiness,,,,,,,,,,1,203,203,15,Unsatisfied,Trustworthiness
Trustworthiness,Security,,,,,,,,,2,203,203,6,Unsatisfied,Trustworthiness
Trustworthiness,Security,Cybersecurity,,,,,,,,3,203,203,4,Unsatisfied,Trustworthiness
Trustworthiness,Security,Cybersecurity,Integrity,,,,,,,4,203,203,1,Satisfied,Trustworthiness
Trustworthiness,,,,,,,,,,1,203,203,15,Unsatisfied,Trustworthiness
Trustworthiness,Security,,,,,,,,,2,203,203,6,Unsatisfied,Trustworthiness
Trustworthiness,Security,PhysicalSecurity,,,,,,,,3,203,203,2,Satisfied,Trustworthiness
Trustworthiness,Security,PhysicalSecurity,Physical_Integrity,,,,,,,4,203,203,1,Satisfied,Trustworthiness
Trustworthiness,,,,,,,,,,1,203,203,15,Unsatisfied,Trustworthiness
Trustworthiness,Security,,,,,,,,,2,203,203,6,Unsatisfied,Trustworthiness
Trustworthiness,Security,Cybersecurity,,,,,,,,3,203,203,4,Unsatisfied,Trustworthiness
Trustworthiness,Security,Cybersecurity,Confidentiality,,,,,,,4,203,203,2,Unsatisfied,Trustworthiness
Trustworthiness,Security,Cybersecurity,Confidentiality,Encryption,,,,,,5,203,203,1,Satisfied,Trustworthiness
Trustworthiness,,,,,,,,,,1,203,203,15,Unsatisfied,Trustworthiness
Trustworthiness,Reliability,,,,,,,,,2,203,203,1,Satisfied,Trustworthiness
Trustworthiness,,,,,,,,,,1,203,203,15,Unsatisfied,Trustworthiness
Trustworthiness,Safety,,,,,,,,,2,203,203,4,Satisfied,Trustworthiness
Trustworthiness,Safety,Functional_Safety,,,,,,,,3,203,203,3,Satisfied,Trustworthiness
Trustworthiness,Safety,Functional_Safety,Hazard,,,,,,,4,203,203,3,Satisfied,Trustworthiness
Trustworthiness,Safety,Functional_Safety,Hazard,Frequency,,,,,,5,203,203,1,Satisfied,Trustworthiness
Trustworthiness,,,,,,,,,,1,203,203,15,Unsatisfied,Trustworthiness
Trustworthiness,Privacy,,,,,,,,,2,203,203,3,Unsatisfied,Trustworthiness
Trustworthiness,Privacy,Dissociability,,,,,,,,3,203,203,1,Satisfied,Trustworthiness
Trustworthiness,,,,,,,,,,1,203,203,15,Unsatisfied,Trustworthiness
Trustworthiness,Resilience,,,,,,,,,2,203,203,1,Satisfied,Trustworthiness
Trustworthiness,,,,,,,,,,1,203,203,15,Unsatisfied,Trustworthiness
Trustworthiness,Security,,,,,,,,,2,203,203,6,Unsatisfied,Trustworthiness
Trustworthiness,Security,PhysicalSecurity,,,,,,,,3,203,203,2,Satisfied,Trustworthiness
Trustworthiness,Security,PhysicalSecurity,Stability,,,,,,,4,203,203,1,Satisfied,Trustworthiness
Trustworthiness,Security,PhysicalSecurity,Stability,Functional_Stability,,,,,,5,203,203,1,Satisfied,Trustworthiness
Trustworthiness,,,,,,,,,,1,203,203,15,Unsatisfied,Trustworthiness
Trustworthiness,Safety,,,,,,,,,2,203,203,4,Satisfied,Trustworthiness
Trustworthiness,Safety,Human_Safety,,,,,,,,3,203,203,1,Satisfied,Trustworthiness
Trustworthiness,,,,,,,,,,1,203,203,15,Unsatisfied,Trustworthiness
Trustworthiness,Safety,,,,,,,,,2,203,203,4,Satisfied,Trustworthiness
Trustworthiness,Safety,Functional_Safety,,,,,,,,3,203,203,3,Satisfied,Trustworthiness
Trustworthiness,Safety,Functional_Safety,Hazard,,,,,,,4,203,203,3,Satisfied,Trustworthiness
Trustworthiness,Safety,Functional_Safety,Hazard,Controllability,,,,,,5,203,203,1,Satisfied,Trustworthiness
Trustworthiness,,,,,,,,,,1,203,203,15,Unsatisfied,Trustworthiness
Trustworthiness,Privacy,,,,,,,,,2,203,203,3,Unsatisfied,Trustworthiness
Trustworthiness,Privacy,Predictability,,,,,,,,3,203,203,1,Unsatisfied,Trustworthiness
Trustworthiness,Privacy,Predictability,Controls,,,,,,,4,203,203,1,Unsatisfied,Trustworthiness
Trustworthiness,Privacy,Predictability,Controls,Authorization,,,,,,5,203,203,1,Unsatisfied,Trustworthiness
Trustworthiness,,,,,,,,,,1,203,203,15,Unsatisfied,Trustworthiness
Trustworthiness,Security,,,,,,,,,2,203,203,6,Unsatisfied,Trustworthiness
Trustworthiness,Security,Cybersecurity,,,,,,,,3,203,203,4,Unsatisfied,Trustworthiness
Trustworthiness,Security,Cybersecurity,Availability,,,,,,,4,203,203,1,Satisfied,Trustworthiness
